dataset_index,relative_path,class_name,class_index,split
5259,eurosat/2750/Forest/Forest_331.jpg,Forest,1,train
26644,eurosat/2750/SeaLake/SeaLake_679.jpg,SeaLake,9,train
6197,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1176.jpg,HerbaceousVegetation,2,train
10647,eurosat/2750/Highway/Highway_2481.jpg,Highway,3,train
24783,eurosat/2750/SeaLake/SeaLake_1703.jpg,SeaLake,9,train
1587,eurosat/2750/AnnualCrop/AnnualCrop_2427.jpg,AnnualCrop,0,train
8018,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2815.jpg,HerbaceousVegetation,2,train
1914,eurosat/2750/AnnualCrop/AnnualCrop_2721.jpg,AnnualCrop,0,train
4340,eurosat/2750/Forest/Forest_2204.jpg,Forest,1,train
1616,eurosat/2750/AnnualCrop/AnnualCrop_2453.jpg,AnnualCrop,0,train
24362,eurosat/2750/SeaLake/SeaLake_1324.jpg,SeaLake,9,train
26739,eurosat/2750/SeaLake/SeaLake_764.jpg,SeaLake,9,train
23134,eurosat/2750/River/River_247.jpg,River,8,train
14506,eurosat/2750/Pasture/Pasture_1454.jpg,Pasture,5,train
15753,eurosat/2750/Pasture/Pasture_777.jpg,Pasture,5,train
24878,eurosat/2750/SeaLake/SeaLake_179.jpg,SeaLake,9,train
7538,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2383.jpg,HerbaceousVegetation,2,train
8128,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2914.jpg,HerbaceousVegetation,2,train
9696,eurosat/2750/Highway/Highway_1625.jpg,Highway,3,train
13860,eurosat/2750/Industrial/Industrial_873.jpg,Industrial,4,train
19849,eurosat/2750/Residential/Residential_2212.jpg,Residential,7,train
24565,eurosat/2750/SeaLake/SeaLake_1507.jpg,SeaLake,9,train
24140,eurosat/2750/SeaLake/SeaLake_1124.jpg,SeaLake,9,train
9058,eurosat/2750/Highway/Highway_1050.jpg,Highway,3,train
647,eurosat/2750/AnnualCrop/AnnualCrop_1581.jpg,AnnualCrop,0,train
18495,eurosat/2750/PermanentCrop/PermanentCrop_995.jpg,PermanentCrop,6,train
5084,eurosat/2750/Forest/Forest_2875.jpg,Forest,1,train
2841,eurosat/2750/AnnualCrop/AnnualCrop_856.jpg,AnnualCrop,0,train
19659,eurosat/2750/Residential/Residential_2041.jpg,Residential,7,train
20961,eurosat/2750/Residential/Residential_513.jpg,Residential,7,train
18369,eurosat/2750/PermanentCrop/PermanentCrop_881.jpg,PermanentCrop,6,train
2509,eurosat/2750/AnnualCrop/AnnualCrop_557.jpg,AnnualCrop,0,train
6876,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1788.jpg,HerbaceousVegetation,2,train
15976,eurosat/2750/Pasture/Pasture_978.jpg,Pasture,5,train
15892,eurosat/2750/Pasture/Pasture_901.jpg,Pasture,5,train
22093,eurosat/2750/River/River_1532.jpg,River,8,train
8865,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_878.jpg,HerbaceousVegetation,2,train
9181,eurosat/2750/Highway/Highway_1161.jpg,Highway,3,train
19043,eurosat/2750/Residential/Residential_1488.jpg,Residential,7,train
18741,eurosat/2750/Residential/Residential_1215.jpg,Residential,7,train
9706,eurosat/2750/Highway/Highway_1634.jpg,Highway,3,train
8509,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_557.jpg,HerbaceousVegetation,2,train
4198,eurosat/2750/Forest/Forest_2077.jpg,Forest,1,train
26006,eurosat/2750/SeaLake/SeaLake_2804.jpg,SeaLake,9,train
13964,eurosat/2750/Industrial/Industrial_967.jpg,Industrial,4,train
2901,eurosat/2750/AnnualCrop/AnnualCrop_91.jpg,AnnualCrop,0,train
26356,eurosat/2750/SeaLake/SeaLake_419.jpg,SeaLake,9,train
1795,eurosat/2750/AnnualCrop/AnnualCrop_2614.jpg,AnnualCrop,0,train
10413,eurosat/2750/Highway/Highway_2270.jpg,Highway,3,train
17273,eurosat/2750/PermanentCrop/PermanentCrop_2144.jpg,PermanentCrop,6,train
1307,eurosat/2750/AnnualCrop/AnnualCrop_2175.jpg,AnnualCrop,0,train
15654,eurosat/2750/Pasture/Pasture_688.jpg,Pasture,5,train
16091,eurosat/2750/PermanentCrop/PermanentCrop_1080.jpg,PermanentCrop,6,train
1360,eurosat/2750/AnnualCrop/AnnualCrop_2222.jpg,AnnualCrop,0,train
22873,eurosat/2750/River/River_2234.jpg,River,8,train
19893,eurosat/2750/Residential/Residential_2252.jpg,Residential,7,train
15645,eurosat/2750/Pasture/Pasture_68.jpg,Pasture,5,train
24445,eurosat/2750/SeaLake/SeaLake_14.jpg,SeaLake,9,train
10680,eurosat/2750/Highway/Highway_260.jpg,Highway,3,train
18255,eurosat/2750/PermanentCrop/PermanentCrop_779.jpg,PermanentCrop,6,train
9724,eurosat/2750/Highway/Highway_1650.jpg,Highway,3,train
20722,eurosat/2750/Residential/Residential_3.jpg,Residential,7,train
7261,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2133.jpg,HerbaceousVegetation,2,train
8854,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_868.jpg,HerbaceousVegetation,2,train
17846,eurosat/2750/PermanentCrop/PermanentCrop_41.jpg,PermanentCrop,6,train
8956,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_96.jpg,HerbaceousVegetation,2,train
4501,eurosat/2750/Forest/Forest_235.jpg,Forest,1,train
5400,eurosat/2750/Forest/Forest_459.jpg,Forest,1,train
21174,eurosat/2750/Residential/Residential_705.jpg,Residential,7,train
1380,eurosat/2750/AnnualCrop/AnnualCrop_2240.jpg,AnnualCrop,0,train
18139,eurosat/2750/PermanentCrop/PermanentCrop_674.jpg,PermanentCrop,6,train
4029,eurosat/2750/Forest/Forest_1925.jpg,Forest,1,train
18779,eurosat/2750/Residential/Residential_125.jpg,Residential,7,train
1003,eurosat/2750/AnnualCrop/AnnualCrop_1901.jpg,AnnualCrop,0,train
17124,eurosat/2750/PermanentCrop/PermanentCrop_201.jpg,PermanentCrop,6,train
12361,eurosat/2750/Industrial/Industrial_1774.jpg,Industrial,4,train
24847,eurosat/2750/SeaLake/SeaLake_1761.jpg,SeaLake,9,train
10046,eurosat/2750/Highway/Highway_1940.jpg,Highway,3,train
8886,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_897.jpg,HerbaceousVegetation,2,train
14109,eurosat/2750/Pasture/Pasture_1097.jpg,Pasture,5,train
24846,eurosat/2750/SeaLake/SeaLake_1760.jpg,SeaLake,9,train
13643,eurosat/2750/Industrial/Industrial_678.jpg,Industrial,4,train
20846,eurosat/2750/Residential/Residential_41.jpg,Residential,7,train
24573,eurosat/2750/SeaLake/SeaLake_1514.jpg,SeaLake,9,train
4365,eurosat/2750/Forest/Forest_2227.jpg,Forest,1,train
12523,eurosat/2750/Industrial/Industrial_192.jpg,Industrial,4,train
5590,eurosat/2750/Forest/Forest_63.jpg,Forest,1,train
15928,eurosat/2750/Pasture/Pasture_934.jpg,Pasture,5,train
12798,eurosat/2750/Industrial/Industrial_2167.jpg,Industrial,4,train
16491,eurosat/2750/PermanentCrop/PermanentCrop_1440.jpg,PermanentCrop,6,train
22560,eurosat/2750/River/River_1953.jpg,River,8,train
13240,eurosat/2750/Industrial/Industrial_314.jpg,Industrial,4,train
11899,eurosat/2750/Industrial/Industrial_1358.jpg,Industrial,4,train
2889,eurosat/2750/AnnualCrop/AnnualCrop_9.jpg,AnnualCrop,0,train
26652,eurosat/2750/SeaLake/SeaLake_686.jpg,SeaLake,9,train
4436,eurosat/2750/Forest/Forest_2291.jpg,Forest,1,train
16363,eurosat/2750/PermanentCrop/PermanentCrop_1325.jpg,PermanentCrop,6,train
13824,eurosat/2750/Industrial/Industrial_840.jpg,Industrial,4,train
16918,eurosat/2750/PermanentCrop/PermanentCrop_1825.jpg,PermanentCrop,6,train
25617,eurosat/2750/SeaLake/SeaLake_2454.jpg,SeaLake,9,train
16369,eurosat/2750/PermanentCrop/PermanentCrop_1330.jpg,PermanentCrop,6,train
26580,eurosat/2750/SeaLake/SeaLake_620.jpg,SeaLake,9,train
16897,eurosat/2750/PermanentCrop/PermanentCrop_1806.jpg,PermanentCrop,6,train
18673,eurosat/2750/Residential/Residential_1154.jpg,Residential,7,train
20012,eurosat/2750/Residential/Residential_236.jpg,Residential,7,train
10979,eurosat/2750/Highway/Highway_53.jpg,Highway,3,train
22248,eurosat/2750/River/River_1672.jpg,River,8,train
26500,eurosat/2750/SeaLake/SeaLake_549.jpg,SeaLake,9,train
9740,eurosat/2750/Highway/Highway_1665.jpg,Highway,3,train
23204,eurosat/2750/River/River_282.jpg,River,8,train
25772,eurosat/2750/SeaLake/SeaLake_2594.jpg,SeaLake,9,train
16628,eurosat/2750/PermanentCrop/PermanentCrop_1564.jpg,PermanentCrop,6,train
8725,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_751.jpg,HerbaceousVegetation,2,train
24079,eurosat/2750/SeaLake/SeaLake_107.jpg,SeaLake,9,train
19228,eurosat/2750/Residential/Residential_1654.jpg,Residential,7,train
9127,eurosat/2750/Highway/Highway_1112.jpg,Highway,3,train
26244,eurosat/2750/SeaLake/SeaLake_318.jpg,SeaLake,9,train
18888,eurosat/2750/Residential/Residential_1348.jpg,Residential,7,train
13136,eurosat/2750/Industrial/Industrial_2471.jpg,Industrial,4,train
3002,eurosat/2750/Forest/Forest_100.jpg,Forest,1,train
11767,eurosat/2750/Industrial/Industrial_1239.jpg,Industrial,4,train
594,eurosat/2750/AnnualCrop/AnnualCrop_1533.jpg,AnnualCrop,0,train
21416,eurosat/2750/Residential/Residential_923.jpg,Residential,7,train
15940,eurosat/2750/Pasture/Pasture_945.jpg,Pasture,5,train
17898,eurosat/2750/PermanentCrop/PermanentCrop_457.jpg,PermanentCrop,6,train
15675,eurosat/2750/Pasture/Pasture_706.jpg,Pasture,5,train
4345,eurosat/2750/Forest/Forest_2209.jpg,Forest,1,train
11746,eurosat/2750/Industrial/Industrial_122.jpg,Industrial,4,train
15828,eurosat/2750/Pasture/Pasture_844.jpg,Pasture,5,train
20593,eurosat/2750/Residential/Residential_2883.jpg,Residential,7,train
4342,eurosat/2750/Forest/Forest_2206.jpg,Forest,1,train
19692,eurosat/2750/Residential/Residential_2071.jpg,Residential,7,train
16306,eurosat/2750/PermanentCrop/PermanentCrop_1274.jpg,PermanentCrop,6,train
8816,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_833.jpg,HerbaceousVegetation,2,train
16336,eurosat/2750/PermanentCrop/PermanentCrop_1300.jpg,PermanentCrop,6,train
3944,eurosat/2750/Forest/Forest_1849.jpg,Forest,1,train
25947,eurosat/2750/SeaLake/SeaLake_2751.jpg,SeaLake,9,train
20423,eurosat/2750/Residential/Residential_273.jpg,Residential,7,train
8786,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_806.jpg,HerbaceousVegetation,2,train
6987,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1888.jpg,HerbaceousVegetation,2,train
25027,eurosat/2750/SeaLake/SeaLake_1923.jpg,SeaLake,9,train
11912,eurosat/2750/Industrial/Industrial_137.jpg,Industrial,4,train
14236,eurosat/2750/Pasture/Pasture_1210.jpg,Pasture,5,train
7018,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1915.jpg,HerbaceousVegetation,2,train
5937,eurosat/2750/Forest/Forest_942.jpg,Forest,1,train
5029,eurosat/2750/Forest/Forest_2825.jpg,Forest,1,train
5871,eurosat/2750/Forest/Forest_883.jpg,Forest,1,train
25624,eurosat/2750/SeaLake/SeaLake_2460.jpg,SeaLake,9,train
20417,eurosat/2750/Residential/Residential_2724.jpg,Residential,7,train
23784,eurosat/2750/River/River_804.jpg,River,8,train
5744,eurosat/2750/Forest/Forest_769.jpg,Forest,1,train
21424,eurosat/2750/Residential/Residential_930.jpg,Residential,7,train
9720,eurosat/2750/Highway/Highway_1647.jpg,Highway,3,train
3704,eurosat/2750/Forest/Forest_1632.jpg,Forest,1,train
20364,eurosat/2750/Residential/Residential_2677.jpg,Residential,7,train
6232,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1207.jpg,HerbaceousVegetation,2,train
12411,eurosat/2750/Industrial/Industrial_1819.jpg,Industrial,4,train
25246,eurosat/2750/SeaLake/SeaLake_212.jpg,SeaLake,9,train
26427,eurosat/2750/SeaLake/SeaLake_483.jpg,SeaLake,9,train
15769,eurosat/2750/Pasture/Pasture_791.jpg,Pasture,5,train
14739,eurosat/2750/Pasture/Pasture_1664.jpg,Pasture,5,train
24588,eurosat/2750/SeaLake/SeaLake_1528.jpg,SeaLake,9,train
11598,eurosat/2750/Industrial/Industrial_1087.jpg,Industrial,4,train
20784,eurosat/2750/Residential/Residential_354.jpg,Residential,7,train
15428,eurosat/2750/Pasture/Pasture_484.jpg,Pasture,5,train
23761,eurosat/2750/River/River_784.jpg,River,8,train
21494,eurosat/2750/Residential/Residential_994.jpg,Residential,7,train
17857,eurosat/2750/PermanentCrop/PermanentCrop_42.jpg,PermanentCrop,6,train
18765,eurosat/2750/Residential/Residential_1237.jpg,Residential,7,train
22463,eurosat/2750/River/River_1866.jpg,River,8,train
10457,eurosat/2750/Highway/Highway_231.jpg,Highway,3,train
23480,eurosat/2750/River/River_530.jpg,River,8,train
21314,eurosat/2750/Residential/Residential_831.jpg,Residential,7,train
3350,eurosat/2750/Forest/Forest_1313.jpg,Forest,1,train
19085,eurosat/2750/Residential/Residential_1525.jpg,Residential,7,train
15017,eurosat/2750/Pasture/Pasture_1914.jpg,Pasture,5,train
18006,eurosat/2750/PermanentCrop/PermanentCrop_554.jpg,PermanentCrop,6,train
10406,eurosat/2750/Highway/Highway_2264.jpg,Highway,3,train
24739,eurosat/2750/SeaLake/SeaLake_1664.jpg,SeaLake,9,train
12901,eurosat/2750/Industrial/Industrial_226.jpg,Industrial,4,train
24095,eurosat/2750/SeaLake/SeaLake_1084.jpg,SeaLake,9,train
15319,eurosat/2750/Pasture/Pasture_386.jpg,Pasture,5,train
5104,eurosat/2750/Forest/Forest_2893.jpg,Forest,1,train
5083,eurosat/2750/Forest/Forest_2874.jpg,Forest,1,train
20697,eurosat/2750/Residential/Residential_2977.jpg,Residential,7,train
23250,eurosat/2750/River/River_323.jpg,River,8,train
1650,eurosat/2750/AnnualCrop/AnnualCrop_2484.jpg,AnnualCrop,0,train
19610,eurosat/2750/Residential/Residential_1999.jpg,Residential,7,train
22422,eurosat/2750/River/River_1829.jpg,River,8,train
24558,eurosat/2750/SeaLake/SeaLake_1500.jpg,SeaLake,9,train
15957,eurosat/2750/Pasture/Pasture_960.jpg,Pasture,5,train
25266,eurosat/2750/SeaLake/SeaLake_2138.jpg,SeaLake,9,train
26979,eurosat/2750/SeaLake/SeaLake_980.jpg,SeaLake,9,train
1373,eurosat/2750/AnnualCrop/AnnualCrop_2234.jpg,AnnualCrop,0,train
9691,eurosat/2750/Highway/Highway_1620.jpg,Highway,3,train
17141,eurosat/2750/PermanentCrop/PermanentCrop_2025.jpg,PermanentCrop,6,train
25365,eurosat/2750/SeaLake/SeaLake_2227.jpg,SeaLake,9,train
4709,eurosat/2750/Forest/Forest_2537.jpg,Forest,1,train
5449,eurosat/2750/Forest/Forest_502.jpg,Forest,1,train
5577,eurosat/2750/Forest/Forest_618.jpg,Forest,1,train
22689,eurosat/2750/River/River_2069.jpg,River,8,train
23173,eurosat/2750/River/River_254.jpg,River,8,train
20281,eurosat/2750/Residential/Residential_2601.jpg,Residential,7,train
24532,eurosat/2750/SeaLake/SeaLake_1478.jpg,SeaLake,9,train
13504,eurosat/2750/Industrial/Industrial_552.jpg,Industrial,4,train
5481,eurosat/2750/Forest/Forest_531.jpg,Forest,1,train
13835,eurosat/2750/Industrial/Industrial_850.jpg,Industrial,4,train
10211,eurosat/2750/Highway/Highway_2089.jpg,Highway,3,train
215,eurosat/2750/AnnualCrop/AnnualCrop_1192.jpg,AnnualCrop,0,train
5985,eurosat/2750/Forest/Forest_986.jpg,Forest,1,train
1858,eurosat/2750/AnnualCrop/AnnualCrop_2671.jpg,AnnualCrop,0,train
1292,eurosat/2750/AnnualCrop/AnnualCrop_2161.jpg,AnnualCrop,0,train
25092,eurosat/2750/SeaLake/SeaLake_1982.jpg,SeaLake,9,train
657,eurosat/2750/AnnualCrop/AnnualCrop_1590.jpg,AnnualCrop,0,train
9090,eurosat/2750/Highway/Highway_108.jpg,Highway,3,train
4108,eurosat/2750/Forest/Forest_1997.jpg,Forest,1,train
13625,eurosat/2750/Industrial/Industrial_661.jpg,Industrial,4,train
12157,eurosat/2750/Industrial/Industrial_1590.jpg,Industrial,4,train
18918,eurosat/2750/Residential/Residential_1375.jpg,Residential,7,train
10732,eurosat/2750/Highway/Highway_307.jpg,Highway,3,train
4611,eurosat/2750/Forest/Forest_2449.jpg,Forest,1,train
13970,eurosat/2750/Industrial/Industrial_972.jpg,Industrial,4,train
21829,eurosat/2750/River/River_1295.jpg,River,8,train
6298,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1267.jpg,HerbaceousVegetation,2,train
15316,eurosat/2750/Pasture/Pasture_383.jpg,Pasture,5,train
22407,eurosat/2750/River/River_1815.jpg,River,8,train
8539,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_584.jpg,HerbaceousVegetation,2,train
7847,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2661.jpg,HerbaceousVegetation,2,train
259,eurosat/2750/AnnualCrop/AnnualCrop_1231.jpg,AnnualCrop,0,train
22990,eurosat/2750/River/River_234.jpg,River,8,train
18845,eurosat/2750/Residential/Residential_1309.jpg,Residential,7,train
10136,eurosat/2750/Highway/Highway_2020.jpg,Highway,3,train
14144,eurosat/2750/Pasture/Pasture_1128.jpg,Pasture,5,train
7113,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_200.jpg,HerbaceousVegetation,2,train
18040,eurosat/2750/PermanentCrop/PermanentCrop_585.jpg,PermanentCrop,6,train
7646,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2480.jpg,HerbaceousVegetation,2,train
9027,eurosat/2750/Highway/Highway_1022.jpg,Highway,3,train
1924,eurosat/2750/AnnualCrop/AnnualCrop_2730.jpg,AnnualCrop,0,train
2127,eurosat/2750/AnnualCrop/AnnualCrop_2913.jpg,AnnualCrop,0,train
9402,eurosat/2750/Highway/Highway_1360.jpg,Highway,3,train
13976,eurosat/2750/Industrial/Industrial_978.jpg,Industrial,4,train
26258,eurosat/2750/SeaLake/SeaLake_330.jpg,SeaLake,9,train
11516,eurosat/2750/Industrial/Industrial_1012.jpg,Industrial,4,train
1965,eurosat/2750/AnnualCrop/AnnualCrop_2768.jpg,AnnualCrop,0,train
20004,eurosat/2750/Residential/Residential_2352.jpg,Residential,7,train
11153,eurosat/2750/Highway/Highway_687.jpg,Highway,3,train
19217,eurosat/2750/Residential/Residential_1644.jpg,Residential,7,train
20771,eurosat/2750/Residential/Residential_342.jpg,Residential,7,train
12132,eurosat/2750/Industrial/Industrial_1568.jpg,Industrial,4,train
10397,eurosat/2750/Highway/Highway_2256.jpg,Highway,3,train
20858,eurosat/2750/Residential/Residential_420.jpg,Residential,7,train
17720,eurosat/2750/PermanentCrop/PermanentCrop_297.jpg,PermanentCrop,6,train
8475,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_526.jpg,HerbaceousVegetation,2,train
22186,eurosat/2750/River/River_1616.jpg,River,8,train
8591,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_630.jpg,HerbaceousVegetation,2,train
13184,eurosat/2750/Industrial/Industrial_264.jpg,Industrial,4,train
10399,eurosat/2750/Highway/Highway_2258.jpg,Highway,3,train
15041,eurosat/2750/Pasture/Pasture_1936.jpg,Pasture,5,train
3106,eurosat/2750/Forest/Forest_1094.jpg,Forest,1,train
9628,eurosat/2750/Highway/Highway_1564.jpg,Highway,3,train
6472,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1423.jpg,HerbaceousVegetation,2,train
19300,eurosat/2750/Residential/Residential_1719.jpg,Residential,7,train
26768,eurosat/2750/SeaLake/SeaLake_790.jpg,SeaLake,9,train
25858,eurosat/2750/SeaLake/SeaLake_2671.jpg,SeaLake,9,train
26270,eurosat/2750/SeaLake/SeaLake_341.jpg,SeaLake,9,train
2346,eurosat/2750/AnnualCrop/AnnualCrop_41.jpg,AnnualCrop,0,train
15407,eurosat/2750/Pasture/Pasture_465.jpg,Pasture,5,train
3465,eurosat/2750/Forest/Forest_1417.jpg,Forest,1,train
2365,eurosat/2750/AnnualCrop/AnnualCrop_427.jpg,AnnualCrop,0,train
21816,eurosat/2750/River/River_1283.jpg,River,8,train
1452,eurosat/2750/AnnualCrop/AnnualCrop_2305.jpg,AnnualCrop,0,train
25282,eurosat/2750/SeaLake/SeaLake_2152.jpg,SeaLake,9,train
20613,eurosat/2750/Residential/Residential_2900.jpg,Residential,7,train
22097,eurosat/2750/River/River_1536.jpg,River,8,train
1419,eurosat/2750/AnnualCrop/AnnualCrop_2276.jpg,AnnualCrop,0,train
7929,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2735.jpg,HerbaceousVegetation,2,train
18317,eurosat/2750/PermanentCrop/PermanentCrop_834.jpg,PermanentCrop,6,train
12717,eurosat/2750/Industrial/Industrial_2094.jpg,Industrial,4,train
2226,eurosat/2750/AnnualCrop/AnnualCrop_301.jpg,AnnualCrop,0,train
24329,eurosat/2750/SeaLake/SeaLake_1295.jpg,SeaLake,9,train
11690,eurosat/2750/Industrial/Industrial_117.jpg,Industrial,4,train
12309,eurosat/2750/Industrial/Industrial_1727.jpg,Industrial,4,train
24812,eurosat/2750/SeaLake/SeaLake_173.jpg,SeaLake,9,train
10565,eurosat/2750/Highway/Highway_2407.jpg,Highway,3,train
24741,eurosat/2750/SeaLake/SeaLake_1666.jpg,SeaLake,9,train
10839,eurosat/2750/Highway/Highway_403.jpg,Highway,3,train
12129,eurosat/2750/Industrial/Industrial_1565.jpg,Industrial,4,train
7085,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1976.jpg,HerbaceousVegetation,2,train
2642,eurosat/2750/AnnualCrop/AnnualCrop_677.jpg,AnnualCrop,0,train
16401,eurosat/2750/PermanentCrop/PermanentCrop_136.jpg,PermanentCrop,6,train
20887,eurosat/2750/Residential/Residential_447.jpg,Residential,7,train
2174,eurosat/2750/AnnualCrop/AnnualCrop_2956.jpg,AnnualCrop,0,train
8440,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_495.jpg,HerbaceousVegetation,2,train
26614,eurosat/2750/SeaLake/SeaLake_651.jpg,SeaLake,9,train
4944,eurosat/2750/Forest/Forest_2749.jpg,Forest,1,train
26650,eurosat/2750/SeaLake/SeaLake_684.jpg,SeaLake,9,train
18378,eurosat/2750/PermanentCrop/PermanentCrop_89.jpg,PermanentCrop,6,train
8358,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_420.jpg,HerbaceousVegetation,2,train
4686,eurosat/2750/Forest/Forest_2516.jpg,Forest,1,train
25531,eurosat/2750/SeaLake/SeaLake_2377.jpg,SeaLake,9,train
8247,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_320.jpg,HerbaceousVegetation,2,train
1973,eurosat/2750/AnnualCrop/AnnualCrop_2775.jpg,AnnualCrop,0,train
19215,eurosat/2750/Residential/Residential_1642.jpg,Residential,7,train
18168,eurosat/2750/PermanentCrop/PermanentCrop_70.jpg,PermanentCrop,6,train
19143,eurosat/2750/Residential/Residential_1578.jpg,Residential,7,train
15944,eurosat/2750/Pasture/Pasture_949.jpg,Pasture,5,train
18362,eurosat/2750/PermanentCrop/PermanentCrop_875.jpg,PermanentCrop,6,train
6747,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1671.jpg,HerbaceousVegetation,2,train
19844,eurosat/2750/Residential/Residential_2208.jpg,Residential,7,train
4437,eurosat/2750/Forest/Forest_2292.jpg,Forest,1,train
16922,eurosat/2750/PermanentCrop/PermanentCrop_1829.jpg,PermanentCrop,6,train
5323,eurosat/2750/Forest/Forest_39.jpg,Forest,1,train
365,eurosat/2750/AnnualCrop/AnnualCrop_1327.jpg,AnnualCrop,0,train
1849,eurosat/2750/AnnualCrop/AnnualCrop_2663.jpg,AnnualCrop,0,train
21960,eurosat/2750/River/River_1412.jpg,River,8,train
11662,eurosat/2750/Industrial/Industrial_1144.jpg,Industrial,4,train
4448,eurosat/2750/Forest/Forest_2301.jpg,Forest,1,train
2929,eurosat/2750/AnnualCrop/AnnualCrop_935.jpg,AnnualCrop,0,train
20024,eurosat/2750/Residential/Residential_2370.jpg,Residential,7,train
13756,eurosat/2750/Industrial/Industrial_78.jpg,Industrial,4,train
9050,eurosat/2750/Highway/Highway_1043.jpg,Highway,3,train
17484,eurosat/2750/PermanentCrop/PermanentCrop_2334.jpg,PermanentCrop,6,train
14387,eurosat/2750/Pasture/Pasture_1347.jpg,Pasture,5,train
14785,eurosat/2750/Pasture/Pasture_1705.jpg,Pasture,5,train
15858,eurosat/2750/Pasture/Pasture_871.jpg,Pasture,5,train
5063,eurosat/2750/Forest/Forest_2856.jpg,Forest,1,train
20050,eurosat/2750/Residential/Residential_2394.jpg,Residential,7,train
23684,eurosat/2750/River/River_714.jpg,River,8,train
14069,eurosat/2750/Pasture/Pasture_1060.jpg,Pasture,5,train
5688,eurosat/2750/Forest/Forest_718.jpg,Forest,1,train
12672,eurosat/2750/Industrial/Industrial_2053.jpg,Industrial,4,train
25029,eurosat/2750/SeaLake/SeaLake_1925.jpg,SeaLake,9,train
7081,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1972.jpg,HerbaceousVegetation,2,train
24096,eurosat/2750/SeaLake/SeaLake_1085.jpg,SeaLake,9,train
1623,eurosat/2750/AnnualCrop/AnnualCrop_246.jpg,AnnualCrop,0,train
8985,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_986.jpg,HerbaceousVegetation,2,train
5303,eurosat/2750/Forest/Forest_371.jpg,Forest,1,train
10213,eurosat/2750/Highway/Highway_2090.jpg,Highway,3,train
20919,eurosat/2750/Residential/Residential_476.jpg,Residential,7,train
10539,eurosat/2750/Highway/Highway_2384.jpg,Highway,3,train
17585,eurosat/2750/PermanentCrop/PermanentCrop_2425.jpg,PermanentCrop,6,train
7005,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1903.jpg,HerbaceousVegetation,2,train
12485,eurosat/2750/Industrial/Industrial_1886.jpg,Industrial,4,train
18034,eurosat/2750/PermanentCrop/PermanentCrop_58.jpg,PermanentCrop,6,train
9489,eurosat/2750/Highway/Highway_1439.jpg,Highway,3,train
6141,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1125.jpg,HerbaceousVegetation,2,train
21985,eurosat/2750/River/River_1435.jpg,River,8,train
22788,eurosat/2750/River/River_2158.jpg,River,8,train
21295,eurosat/2750/Residential/Residential_814.jpg,Residential,7,train
23431,eurosat/2750/River/River_487.jpg,River,8,train
24533,eurosat/2750/SeaLake/SeaLake_1479.jpg,SeaLake,9,train
7753,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2577.jpg,HerbaceousVegetation,2,train
9860,eurosat/2750/Highway/Highway_1773.jpg,Highway,3,train
24633,eurosat/2750/SeaLake/SeaLake_1569.jpg,SeaLake,9,train
16042,eurosat/2750/PermanentCrop/PermanentCrop_1036.jpg,PermanentCrop,6,train
24469,eurosat/2750/SeaLake/SeaLake_1420.jpg,SeaLake,9,train
553,eurosat/2750/AnnualCrop/AnnualCrop_1497.jpg,AnnualCrop,0,train
16217,eurosat/2750/PermanentCrop/PermanentCrop_1194.jpg,PermanentCrop,6,train
